# adjacency matrices created from topology.hpp and test.cpp for testing purposes
## Erdos-Renyi Adjacency dMatrix with Parameters: N = 30, p = 0.900000, seed = 123
    0.422756	    0.823118	    0.936426	    0.421353	    0.214305	    0.356753	    0.346372	    0.879799	    0.906072	    0.884289	           0	    0.793057	    0.220779	    0.296577	    0.508921	     0.12012	    0.134943	    0.759534	    0.935485	    0.755994	    0.687392	    0.688114	    0.496338	    0.102879	    0.592108	    0.212638	           0	    0.416526	    0.690788	    0.637122	
    0.857411	           0	    0.779019	           0	           0	     0.48675	    0.318953	    0.895164	    0.597356	    0.126496	    0.244815	           0	    0.597638	    0.349827	    0.605254	     0.42662	    0.298836	    0.193668	     0.49381	    0.517182	    0.483047	           0	           0	    0.679152	    0.927932	    0.349937	    0.680365	    0.845141	    0.736659	    0.654305	
    0.990205	    0.871282	    0.206667	    0.801995	    0.612375	    0.601721	    0.738163	    0.375732	    0.103821	    0.847086	    0.450267	    0.579255	           0	    0.514606	    0.167483	    0.769896	    0.178319	    0.574366	    0.608225	    0.326232	    0.702121	    0.221606	     0.70733	    0.698328	    0.948693	    0.732737	    0.583274	    0.312031	     0.85237	    0.222587	
    0.335104	    0.821498	           0	    0.513734	    0.585252	    0.932087	    0.891528	    0.603509	    0.858822	           0	    0.112758	    0.407257	    0.669548	           0	    0.274451	    0.562943	    0.345013	    0.820929	    0.650321	    0.881816	    0.171552	           0	    0.680314	    0.567809	    0.134312	    0.125286	    0.994684	    0.841852	    0.969985	    0.388328	
    0.190562	    0.151919	    0.607844	    0.752275	    0.945307	    0.964976	    0.288418	    0.636074	    0.502589	           0	    0.578659	    0.727113	    0.507258	    0.303316	           0	    0.415768	    0.181563	    0.387141	           0	    0.786937	     0.61678	     0.20655	    0.492587	    0.688072	    0.500976	    0.820272	           0	    0.975166	    0.928863	    0.356374	
    0.127656	           0	    0.728572	    0.658878	    0.462382	    0.895878	           0	    0.746271	    0.947187	    0.769981	    0.884189	    0.583298	    0.878716	    0.646551	    0.355597	           0	    0.459897	    0.649207	    0.406537	     0.83554	     0.90104	    0.281717	           0	    0.920701	    0.257026	    0.613337	    0.461833	           0	    0.888097	    0.875862	
    0.400548	           0	    0.658766	    0.202927	    0.898251	    0.930302	    0.272546	           0	    0.871907	    0.185554	    0.647611	    0.243295	    0.261083	    0.883596	    0.387189	    0.967881	           0	    0.323974	    0.267862	    0.881903	    0.417309	    0.261813	    0.284999	    0.753233	    0.337222	    0.183878	    0.932502	           0	    0.835716	    0.996574	
    0.710678	    0.742651	    0.569139	           0	    0.406247	    0.788592	    0.853721	    0.888956	    0.498605	    0.872118	    0.909927	     0.31378	    0.836203	    0.541891	           0	    0.551826	    0.949444	           0	    0.349942	    0.826689	    0.563571	    0.673081	    0.446807	    0.400431	    0.986576	           0	    0.350343	    0.382835	    0.927638	    0.767244	
    0.163092	     0.59074	    0.690873	    0.108792	    0.278503	    0.734082	    0.879694	    0.529555	      0.1664	    0.438387	    0.650454	    0.828789	    0.756615	    0.539525	    0.818376	    0.845513	    0.805601	    0.458639	           0	           0	    0.482809	           0	    0.504534	    0.100338	    0.236598	    0.468517	    0.732109	      0.5433	     0.87881	    0.323516	
    0.547793	    0.338523	    0.297339	    0.340512	           0	    0.559387	    0.450103	    0.142493	           0	    0.495828	    0.367941	    0.865707	    0.557898	    0.839362	    0.470923	    0.572347	    0.990984	    0.932722	    0.469244	           0	    0.850598	    0.785435	    0.929838	    0.505342	     0.46189	    0.630793	    0.285102	    0.895328	    0.642247	    0.357803	
    0.396097	           0	           0	    0.767579	    0.248499	    0.728462	    0.810096	    0.383473	     0.22656	    0.345651	     0.48938	    0.183907	    0.108626	    0.110355	    0.574935	    0.717447	    0.893458	    0.550444	           0	     0.28696	           0	           0	    0.829782	    0.535529	    0.236337	    0.449128	      0.3776	    0.717815	    0.578225	    0.327942	
    0.350325	    0.879201	    0.367127	    0.287893	    0.558781	    0.161824	    0.886587	    0.536895	    0.635253	    0.771072	    0.346863	    0.455888	    0.504421	    0.357011	           0	    0.406046	     0.80549	    0.177465	    0.504082	     0.20927	           0	           0	    0.390208	    0.770727	           0	    0.983034	    0.392841	    0.145585	    0.101929	    0.766144	
    0.693943	    0.599144	    0.751816	     0.93543	    0.686565	    0.939769	    0.678886	    0.575136	    0.474315	    0.642234	           0	    0.445216	     0.66764	    0.292252	    0.472536	    0.532797	    0.518266	    0.205112	           0	    0.688997	    0.320905	    0.182779	           0	    0.401232	    0.222138	    0.318545	    0.119937	    0.299399	    0.692023	    0.401364	
    0.417037	    0.799272	           0	    0.191721	    0.548893	           0	    0.392281	    0.602078	    0.112113	    0.467832	    0.650992	    0.320642	    0.222069	    0.382613	    0.946063	    0.260406	     0.36367	    0.862632	           0	    0.543298	    0.115316	    0.476618	    0.670242	           0	    0.788216	    0.866363	    0.790013	           0	    0.201186	    0.203503	
    0.814242	    0.900256	    0.788511	    0.761973	    0.961387	    0.703608	    0.458683	    0.386714	     0.16271	    0.414436	     0.38233	           0	    0.790888	    0.689363	    0.496729	    0.381731	    0.520177	           0	           0	    0.665243	     0.10662	    0.396571	    0.692587	     0.22574	           0	    0.215473	    0.657584	    0.719724	    0.974482	     0.77759	
    0.329382	    0.363747	    0.950269	    0.994878	           0	    0.265566	    0.783971	    0.362644	    0.721285	    0.261692	           0	    0.161814	     0.19724	    0.766667	     0.17665	    0.435308	    0.777258	    0.742922	    0.790136	     0.55837	    0.417904	    0.308557	           0	    0.984517	    0.392784	           0	    0.968898	    0.932884	    0.667759	    0.797187	
    0.631777	    0.128032	    0.332364	    0.592845	    0.291284	    0.525292	           0	    0.390613	    0.662496	    0.748607	    0.987802	    0.135656	    0.528413	     0.47049	    0.153144	    0.859091	    0.665365	    0.534416	           0	    0.330722	    0.236967	    0.402715	    0.363125	    0.697488	    0.126474	    0.196454	           0	    0.701845	    0.316374	    0.268133	
    0.231166	    0.267202	    0.309808	    0.831857	           0	    0.816954	    0.149021	    0.878999	    0.243531	           0	    0.478909	     0.57487	    0.770306	    0.121572	    0.986234	    0.844126	    0.387099	           0	    0.725318	    0.438422	           0	    0.779437	    0.436035	    0.891112	    0.216988	    0.209384	     0.90827	           0	           0	     0.84595	
    0.111168	    0.301495	    0.354946	    0.484574	           0	     0.22255	    0.562214	    0.636704	    0.353902	    0.465973	    0.655562	     0.65404	    0.355187	    0.587307	    0.942896	    0.479421	    0.514626	           0	    0.592923	    0.296979	    0.996742	    0.878699	    0.761123	    0.149114	    0.573614	           0	     0.28979	    0.769197	           0	    0.792478	
    0.304175	    0.311138	    0.533453	    0.374549	    0.306978	    0.876268	    0.188506	    0.788306	    0.674352	    0.145111	    0.335049	    0.147434	     0.94661	     0.91568	     0.23197	    0.353073	    0.463161	           0	    0.450138	    0.241047	    0.758146	    0.912712	    0.324996	    0.823717	    0.748565	     0.54469	    0.189692	    0.892656	    0.543419	           0	
All set!
